gps_id,shipment_id,timestamp,latitude,longitude,speed_kmph
GPS00053,SHP02123,2025-02-11 04:00:00,26.647955,74.597043,57.0
GPS00054,SHP00014,2025-01-14 06:00:00,26.514684,70.667126,64.0
GPS00055,SHP02521,2025-02-08 11:00:00,20.248695,79.977193,62.0
GPS00056,SHP00440,2025-01-08 23:00:00,17.053197,72.160751,62.0
GPS00057,SHP00502,2025-01-05 05:00:00,28.778901,73.359946,32.0
GPS00058,SHP02386,2025-01-11 19:00:00,29.349913,79.875662,66.0
GPS00059,SHP00693,2025-01-02 23:00:00,16.706355,76.113445,62.0
GPS00060,SHP00983,2025-01-25 20:00:00,22.492976,77.820027,73.0
GPS00061,SHP00725,2025-02-05 03:00:00,18.452552,70.245265,77.0
GPS00062,SHP01371,2025-01-11 15:00:00,23.171101,71.245873,32.0
,,,,,
GPS00064,SHP01087,2025-01-31 06:00:00,14.964994,71.909603,52.0
GPS00065,SHP01257,2025-02-05 02:00:00,23.025423,70.950362,26.0
GPS00066,SHP02007,2025-02-09 15:00:00,19.3219,71.9738,22.0
,,,,,
GPS00068,SHP00099,2025-01-31 18:00:00,12.655968,71.633217,31.0
GPS00069,SHP02911,2025-01-10 03:00:00,12.135237,71.238908,58.0
GPS00070,SHP01532,2025-01-31 00:00:00,28.661544,72.650894,26.0
GPS00071,SHP00099,2025-02-04 14:00:00,21.415724,74.601235,58.0
GPS00072,SHP02170,2025-01-09 20:00:00,13.823231,75.541377,35.0
GPS00073,SHP02971,2025-01-09 06:00:00,27.269228,77.78798,71.0
GPS00074,SHP02348,2025-02-10 17:00:00,20.42247,78.418747,47.0
GPS00075,SHP02689,2025-01-16 16:00:00,13.645979,73.379481,76.0
GPS00076,SHP01648,2025-02-05 07:00:00,22.306857,74.242988,41.0
GPS00077,SHP02224,2025-01-20 02:00:00,25.229784,71.582129,35.0
GPS00078,SHP01412,2025-01-28 13:00:00,20.137129,73.029421,64.0
GPS00079,SHP02836,2025-02-08 16:00:00,26.517133,78.312002,78.0
,,,,,
GPS00081,SHP01381,2025-01-07 09:00:00,29.219747,75.049015,23.0
GPS00082,SHP01389,2025-01-08 04:00:00,20.364714,73.961899,29.0
GPS00083,SHP02461,2025-01-23 03:00:00,24.001498,77.578405,78.0
GPS00084,SHP01169,2025-02-10 18:00:00,27.995313,70.900077,57.0
GPS00085,SHP00674,2025-01-22 18:00:00,24.962368,70.792358,64.0
GPS00086,SHP00582,2025-01-07 20:00:00,17.42246,79.374617,71.0
GPS00087,SHP00274,2025-01-28 07:00:00,17.913155,71.362857,54.0
,,,,,
GPS00089,SHP00762,2025-01-28 20:00:00,20.132358,73.100654,33.0
GPS00090,SHP01099,2025-01-13 11:00:00,15.521603,70.07109,70.0
GPS00091,SHP00033,2025-01-28 03:00:00,20.384253,71.950692,64.0
GPS00092,SHP01084,2025-01-13 06:00:00,12.451155,70.208423,37.0
,,,,,
GPS00094,SHP02849,2025-01-08 22:00:00,29.413181,74.054861,58.0
GPS00095,SHP01187,2025-01-19 23:00:00,16.919915,79.61829,25.0
GPS00096,SHP02648,2025-01-04 02:00:00,25.096584,77.167586,71.0
GPS00097,SHP00754,2025-01-09 03:00:00,24.65418,78.182065,34.0
GPS00098,SHP01348,2025-02-01 02:00:00,29.095535,79.376245,47.0
GPS00099,SHP02683,2025-01-16 15:00:00,28.317927,74.056436,29.0
GPS00100,SHP02199,2025-02-07 04:00:00,14.606178,73.906903,44.0
GPS00101,SHP01805,2025-01-30 08:00:00,29.078113,75.373577,21.0
,,,,,
GPS00103,SHP01138,2025-01-09 01:00:00,19.904771,75.791673,56.0
GPS00104,SHP00101,2025-02-07 02:00:00,21.96425,70.898031,62.0
GPS00105,SHP00588,2025-01-10 05:00:00,23.111752,74.952202,40.0
GPS00106,SHP02496,2025-01-21 23:00:00,22.099528,70.441938,40.0
GPS00107,SHP02051,2025-01-21 23:00:00,12.157653,74.038134,40.0
GPS00108,SHP02342,2025-02-10 09:00:00,19.465953,72.843663,59.0
GPS00109,SHP00500,2025-02-07 14:00:00,17.166843,78.192305,73.0
GPS00110,SHP00472,2025-02-01 06:00:00,20.596177,70.360398,23.0
GPS00111,SHP00112,2025-01-23 12:00:00,17.395814,75.429551,22.0
GPS00112,SHP00800,2025-02-03 05:00:00,23.953853,71.04283,21.0
GPS00113,SHP00897,2025-01-11 22:00:00,29.536345,78.509907,60.0
GPS00114,SHP01985,2025-01-10 14:00:00,17.634733,71.74488,60.0
GPS00115,SHP02397,2025-01-18 23:00:00,21.737584,76.817317,79.0
GPS00116,SHP01685,2025-01-25 03:00:00,19.119302,75.651178,23.0
GPS00117,SHP00912,2025-01-25 15:00:00,12.01403,76.843473,56.0
GPS00118,SHP00644,2025-01-09 13:00:00,24.526127,71.433521,38.0
GPS00119,SHP00823,2025-01-30 08:00:00,23.845464,71.446003,30.0
GPS00120,SHP02352,2025-02-09 09:00:00,25.545282,76.94867,67.0
GPS00121,SHP02494,2025-01-05 03:00:00,13.443912,75.392983,58.0
GPS00122,SHP02074,2025-02-05 12:00:00,12.131395,76.995917,79.0
GPS00123,SHP00150,2025-02-10 11:00:00,21.081435,76.813375,67.0
,,,,,
GPS00125,SHP00069,2025-01-08 01:00:00,26.510158,70.487536,29.0
GPS00126,SHP02548,2025-02-07 01:00:00,26.679685,72.205325,21.0
GPS00127,SHP02321,2025-01-01 13:00:00,13.907141,78.59924,21.0
GPS00128,SHP01069,2025-01-27 09:00:00,29.841693,79.678958,24.0
GPS00129,SHP01982,2025-01-30 14:00:00,12.104586,75.683009,30.0
GPS00130,SHP00950,2025-01-07 22:00:00,14.920472,73.923066,35.0
GPS00131,SHP02309,2025-01-19 09:00:00,19.182326,70.73366,47.0
GPS00132,SHP00923,2025-01-11 03:00:00,23.225093,71.688089,29.0
GPS00133,SHP01986,2025-01-18 09:00:00,20.887479,76.975704,74.0
GPS00134,SHP01776,2025-01-01 08:00:00,19.438179,77.206395,26.0
GPS00135,SHP01699,2025-01-11 09:00:00,18.364346,74.79315,57.0
GPS00136,SHP01210,2025-01-30 23:00:00,20.63059,74.705946,20.0
GPS00137,SHP00541,2025-02-11 15:00:00,21.133154,76.668815,63.0
GPS00138,SHP01357,2025-01-06 01:00:00,25.430441,71.089041,55.0
,,,,,
GPS00140,SHP01465,2025-01-25 00:00:00,16.931204,78.930946,60.0
,,,,,
GPS00142,SHP01937,2025-01-20 17:00:00,14.864491,72.909824,64.0
GPS00143,SHP01695,2025-01-20 09:00:00,25.22874,78.035144,60.0
,,,,,
GPS00145,SHP01661,2025-01-16 09:00:00,20.680995,78.594063,25.0
GPS00146,SHP00768,2025-01-09 08:00:00,18.293605,79.610321,68.0
GPS00147,SHP00915,2025-01-03 11:00:00,27.952428,74.483695,64.0
GPS00148,SHP00421,2025-02-07 13:00:00,25.290473,79.165814,73.0
GPS00149,SHP00654,2025-01-27 23:00:00,18.027625,76.197441,72.0
GPS00150,SHP00038,2025-02-01 22:00:00,22.838746,78.008279,62.0
GPS00151,SHP00119,2025-01-30 06:00:00,20.279204,78.635244,77.0
,,,,,
GPS00153,SHP00567,2025-01-03 08:00:00,24.834922,70.725555,52.0
GPS00154,SHP01883,2025-01-07 18:00:00,18.88017,79.157862,53.0
GPS00155,SHP02239,2025-02-09 23:00:00,14.512921,74.69098,51.0
GPS00156,SHP02644,2025-01-30 13:00:00,18.616269,74.880078,60.0
GPS00157,SHP02461,2025-01-25 02:00:00,27.408125,78.529796,48.0
GPS00158,SHP00640,2025-01-13 07:00:00,13.943596,77.108714,53.0
GPS00159,SHP02081,2025-01-24 14:00:00,20.377892,78.607391,20.0
GPS00160,SHP00882,2025-01-22 13:00:00,28.097417,74.440337,70.0
GPS00161,SHP01537,2025-01-29 08:00:00,29.336273,75.448245,39.0
,,,,,
GPS00163,SHP00652,2025-01-21 05:00:00,15.764833,70.805178,59.0
GPS00164,SHP02436,2025-01-04 19:00:00,29.138295,76.17087,37.0
GPS00165,SHP01960,2025-01-04 07:00:00,14.731998,70.367164,66.0
GPS00166,SHP00709,2025-01-11 11:00:00,16.637527,72.746747,75.0
GPS00167,SHP02887,2025-01-07 09:00:00,23.218604,77.48514,39.0
GPS00168,SHP02509,2025-02-07 06:00:00,15.665938,70.918312,25.0
GPS00169,SHP01648,2025-01-11 23:00:00,21.901184,79.184461,60.0
GPS00170,SHP01738,2025-02-07 10:00:00,15.580801,71.902304,30.0
GPS00171,SHP01856,2025-01-29 13:00:00,14.717929,71.017059,37.0
GPS00172,SHP02081,2025-01-01 05:00:00,27.629754,72.829713,52.0
GPS00173,SHP01869,2025-01-30 03:00:00,20.058233,70.877097,61.0
,,,,,
,,,,,
GPS00176,SHP02044,2025-01-17 09:00:00,20.023218,79.085839,47.0
,,,,,
,,,,,
GPS00179,SHP00503,2025-01-02 01:00:00,15.914028,70.357306,56.0
GPS00180,SHP02358,2025-02-04 12:00:00,28.335372,71.677497,20.0
GPS00181,SHP00488,2025-02-10 21:00:00,14.582166,71.364661,25.0
GPS00182,SHP01826,2025-01-11 16:00:00,21.919175,78.530705,71.0
GPS00183,SHP02026,2025-01-12 23:00:00,17.475597,76.020562,32.0
,,,,,
GPS00185,SHP00204,2025-02-01 23:00:00,26.001,78.994813,75.0
GPS00186,SHP01589,2025-01-06 21:00:00,28.065169,73.770023,52.0
GPS00187,SHP02601,2025-01-12 06:00:00,21.02983,75.316115,51.0
GPS00188,SHP02339,2025-01-01 03:00:00,20.255318,72.774449,33.0
GPS00189,SHP00009,2025-01-08 03:00:00,14.047532,70.490195,24.0
GPS00190,SHP01385,2025-02-01 05:00:00,17.967992,78.565826,63.0
GPS00191,SHP02350,2025-01-14 04:00:00,19.790884,78.267891,37.0
,,,,,
GPS00193,SHP00472,2025-02-03 08:00:00,13.379919,70.524276,58.0
,,,,,
GPS00195,SHP01088,2025-02-11 04:00:00,29.209265,71.650319,62.0
,,,,,
GPS00197,SHP01791,2025-01-15 12:00:00,16.717345,76.662455,23.0
GPS00198,SHP02309,2025-01-18 23:00:00,15.639032,78.692037,25.0
GPS00199,SHP02433,2025-01-20 04:00:00,16.260903,74.883607,80.0
GPS00200,SHP02050,2025-01-23 21:00:00,24.173532,70.479474,60.0
GPS00201,SHP00332,2025-01-02 04:00:00,13.993212,74.933764,20.0
GPS00202,SHP00784,2025-01-08 12:00:00,14.430702,72.470425,68.0
,,,,,
GPS00204,SHP01332,2025-01-23 14:00:00,23.535274,78.969636,48.0
GPS00205,SHP01298,2025-01-03 19:00:00,24.6513,72.217522,62.0
GPS00206,SHP01667,2025-01-25 03:00:00,16.171531,72.805908,33.0
GPS00207,SHP01257,2025-01-08 12:00:00,27.569719,72.306083,29.0
GPS00208,SHP02529,2025-01-13 13:00:00,22.961999,72.115918,55.0
GPS00209,SHP02323,2025-01-05 13:00:00,26.077662,73.128038,41.0
GPS00210,SHP01339,2025-01-19 12:00:00,26.361392,75.766062,31.0
,,,,,
GPS00212,SHP01005,2025-01-24 02:00:00,26.764425,72.902826,76.0
GPS00213,SHP01941,2025-01-28 15:00:00,29.089586,74.96596,59.0
GPS00214,SHP00880,2025-01-01 15:00:00,13.48708,72.425512,47.0
GPS00215,SHP00022,2025-01-18 09:00:00,16.776203,79.632123,30.0
GPS00216,SHP01078,2025-01-27 05:00:00,23.973024,79.269734,34.0
GPS00217,SHP02361,2025-01-08 11:00:00,26.522627,76.987801,52.0
GPS00218,SHP02493,2025-02-01 00:00:00,23.274507,77.712408,71.0
GPS00219,SHP02291,2025-02-09 22:00:00,13.646751,71.151415,40.0
GPS00220,SHP02013,2025-01-18 12:00:00,26.689472,75.324584,37.0
GPS00221,SHP01238,2025-01-29 07:00:00,19.048519,70.254357,44.0
GPS00222,SHP01834,2025-01-23 09:00:00,21.843637,75.328892,40.0
GPS00223,SHP01737,2025-01-25 23:00:00,24.411396,72.536573,78.0
GPS00224,SHP00266,2025-01-11 18:00:00,29.355328,79.51986,29.0
GPS00225,SHP00051,2025-02-07 20:00:00,16.866077,71.283848,79.0
GPS00226,SHP02352,2025-02-06 08:00:00,23.990113,71.010458,42.0
GPS00227,SHP01968,2025-01-06 04:00:00,28.375243,74.400069,58.0
GPS00228,SHP00075,2025-01-03 05:00:00,12.344753,72.952553,41.0
GPS00229,SHP02688,2025-01-07 12:00:00,17.031363,71.536469,68.0
GPS00230,SHP00099,2025-01-12 13:00:00,20.63804,75.480988,57.0
GPS00231,SHP00629,2025-01-12 00:00:00,27.058658,77.195123,40.0
GPS00232,SHP01320,2025-02-11 08:00:00,25.154697,77.841814,52.0
GPS00233,SHP00440,2025-01-08 14:00:00,26.353486,75.923217,67.0
GPS00234,SHP02069,2025-01-28 11:00:00,15.469592,73.284738,65.0
GPS00235,SHP02925,2025-01-06 00:00:00,15.376675,75.086944,66.0
GPS00236,SHP00736,2025-01-19 10:00:00,18.621373,73.264001,74.0
GPS00237,SHP02110,2025-01-23 17:00:00,23.04219,74.069595,75.0
GPS00238,SHP01953,2025-01-21 12:00:00,17.903834,71.513611,63.0
GPS00239,SHP01999,2025-01-07 02:00:00,16.715987,71.488088,60.0
GPS00240,SHP02428,2025-01-03 16:00:00,22.919434,71.836152,23.0
GPS00241,SHP01233,2025-01-31 01:00:00,22.912136,72.272464,77.0
GPS00242,SHP01541,2025-01-31 01:00:00,17.850803,76.812489,74.0
GPS00243,SHP01342,2025-01-15 17:00:00,22.267159,75.431045,39.0
GPS00244,SHP02487,2025-01-17 21:00:00,24.169958,72.798244,35.0
GPS00245,SHP02770,2025-01-24 15:00:00,28.787577,73.482533,66.0
,,,,,
GPS00247,SHP01275,2025-01-08 15:00:00,24.551999,73.431185,76.0
GPS00248,SHP02639,2025-02-02 14:00:00,24.829839,70.890616,36.0
GPS00249,SHP01418,2025-01-13 13:00:00,19.844599,75.138512,79.0
GPS00250,SHP01045,2025-01-08 22:00:00,20.007123,72.261743,39.0
,,,,,
GPS00252,SHP02715,2025-01-10 16:00:00,28.138799,73.203696,65.0
GPS00253,SHP02841,2025-01-07 01:00:00,17.683433,73.917679,62.0
,,,,,
GPS00255,SHP02008,2025-02-08 01:00:00,26.543464,75.182444,44.0
,,,,,
GPS00257,SHP01777,2025-01-08 15:00:00,21.27287,79.847699,64.0
GPS00258,SHP01617,2025-01-07 19:00:00,23.841019,71.750304,80.0
GPS00259,SHP00780,2025-01-17 10:00:00,20.568235,75.868389,54.0
GPS00260,SHP00847,2025-01-13 14:00:00,14.284216,73.107089,49.0
GPS00261,SHP02315,2025-01-23 03:00:00,21.428746,79.708262,80.0
GPS00262,SHP01168,2025-02-01 02:00:00,15.885547,73.731415,57.0
GPS00263,SHP00317,2025-01-01 23:00:00,29.125561,70.251186,75.0
GPS00264,SHP02896,2025-02-04 21:00:00,20.827574,71.40591,26.0
GPS00265,SHP01778,2025-01-27 05:00:00,27.607331,76.759072,22.0
,,,,,
GPS00267,SHP02019,2025-01-19 18:00:00,18.156868,79.76416,35.0
GPS00268,SHP01871,2025-01-09 15:00:00,27.225671,71.364256,25.0
GPS00269,SHP01583,2025-02-05 00:00:00,21.139186,74.496632,61.0
,,,,,
GPS00271,SHP01663,2025-01-20 15:00:00,24.909476,76.496591,77.0
GPS00272,SHP02814,2025-02-10 17:00:00,12.741802,78.810333,26.0
GPS00273,SHP02792,2025-01-15 06:00:00,12.30464,74.010761,51.0
GPS00274,SHP01755,2025-02-06 18:00:00,19.323014,78.52511,61.0
GPS00275,SHP00598,2025-01-12 00:00:00,19.228713,70.926764,50.0
GPS00276,SHP02798,2025-02-01 13:00:00,12.9812,74.359016,65.0
GPS00277,SHP00958,2025-01-03 17:00:00,26.663035,74.333365,64.0
GPS00278,SHP02030,2025-01-15 07:00:00,28.947179,70.084733,30.0
GPS00279,SHP01958,2025-01-03 09:00:00,25.563827,73.584899,66.0
GPS00280,SHP01635,2025-02-11 16:00:00,21.583337,71.1867,70.0
GPS00281,SHP00263,2025-01-26 11:00:00,26.04737,71.84578,33.0
GPS00282,SHP01539,2025-02-08 04:00:00,23.353433,72.571977,47.0
GPS00283,SHP01560,2025-01-29 06:00:00,15.263864,75.11962,27.0
GPS00284,SHP02397,2025-01-14 13:00:00,29.16606,74.201805,37.0
GPS00285,SHP00981,2025-01-29 02:00:00,15.565229,71.448926,38.0
GPS00286,SHP02581,2025-01-26 09:00:00,24.193771,79.649398,24.0
GPS00287,SHP02270,2025-01-08 09:00:00,24.214746,77.836388,24.0
GPS00288,SHP01766,2025-01-09 00:00:00,18.02132,77.658797,66.0
,,,,,
GPS00290,SHP02237,2025-01-28 14:00:00,22.171176,77.524062,80.0
,,,,,
GPS00292,SHP01376,2025-02-02 17:00:00,25.336643,72.09104,60.0
GPS00293,SHP00320,2025-01-05 10:00:00,19.355045,73.97551,60.0
GPS00294,SHP00818,2025-01-10 11:00:00,14.554274,74.622416,55.0
GPS00295,SHP02490,2025-02-01 18:00:00,22.289724,70.630772,31.0
,,,,,
GPS00297,SHP02822,2025-01-18 06:00:00,19.339869,78.22837,32.0
,,,,,
GPS00299,SHP01481,2025-01-17 16:00:00,18.566254,78.515128,79.0
GPS00300,SHP00124,2025-01-16 01:00:00,14.755229,79.930445,80.0
GPS00301,SHP02012,2025-01-09 18:00:00,16.995457,76.058746,37.0
GPS00302,SHP01175,2025-02-08 05:00:00,18.283522,71.162461,28.0
GPS00303,SHP02902,2025-01-31 13:00:00,22.00009,76.722269,45.0
GPS00304,SHP02642,2025-01-23 20:00:00,29.310979,72.320074,68.0
GPS00305,SHP01831,2025-01-12 22:00:00,16.071428,73.465756,46.0
GPS00306,SHP01202,2025-02-03 10:00:00,25.403076,77.038652,64.0
GPS00307,SHP02033,2025-01-02 19:00:00,22.393249,78.586679,43.0
GPS00308,SHP00682,2025-01-08 21:00:00,16.007951,71.558071,28.0
GPS00309,SHP01457,2025-01-11 05:00:00,14.760641,77.124669,71.0
GPS00310,SHP02414,2025-01-21 07:00:00,23.429262,77.352474,47.0
GPS00311,SHP02388,2025-02-10 04:00:00,26.02889,73.701225,41.0
GPS00312,SHP01866,2025-02-10 22:00:00,25.996059,78.419109,64.0
GPS00313,SHP00482,2025-01-20 11:00:00,20.351695,74.013548,47.0
,,,,,
GPS00315,SHP01154,2025-01-21 08:00:00,12.959788,73.337156,20.0
GPS00316,SHP02255,2025-02-08 16:00:00,16.649575,79.66123,40.0
GPS00317,SHP02414,2025-01-25 20:00:00,22.827616,72.601672,62.0
GPS00318,SHP00111,2025-02-08 08:00:00,19.185972,73.533526,69.0
GPS00319,SHP02327,2025-02-05 22:00:00,16.283812,77.902886,41.0
GPS00320,SHP01049,2025-01-29 12:00:00,14.531349,71.351359,27.0
,,,,,
,,,,,
GPS00323,SHP00183,2025-02-06 03:00:00,12.780278,70.880473,33.0
GPS00324,SHP02577,2025-01-08 21:00:00,25.207413,71.858614,33.0
GPS00325,SHP02112,2025-02-05 04:00:00,14.826181,77.049149,74.0
GPS00326,SHP02245,2025-02-11 16:00:00,15.81681,70.274105,68.0
GPS00327,SHP02667,2025-01-26 22:00:00,19.440211,79.942889,66.0
GPS00328,SHP00777,2025-01-07 18:00:00,22.569652,70.339062,28.0
GPS00329,SHP02139,2025-02-06 08:00:00,28.700277,76.623987,25.0
GPS00330,SHP02502,2025-01-18 07:00:00,19.234325,71.158661,37.0
,,,,,
GPS00332,SHP02538,2025-02-02 16:00:00,13.509354,75.801614,58.0
GPS00333,SHP01424,2025-01-04 04:00:00,29.596378,78.875153,33.0
GPS00334,SHP01929,2025-02-11 14:00:00,23.13325,75.435244,80.0
GPS00335,SHP00186,2025-01-16 05:00:00,25.817266,70.331753,57.0
GPS00336,SHP00161,2025-01-15 12:00:00,17.48659,76.659266,25.0
GPS00337,SHP02230,2025-01-04 17:00:00,27.678248,79.393946,39.0
GPS00338,SHP01033,2025-02-06 12:00:00,12.577831,75.657869,36.0
GPS00339,SHP02273,2025-02-02 12:00:00,28.640155,73.843868,71.0
GPS00340,SHP02294,2025-01-26 06:00:00,29.963611,73.147698,33.0
GPS00341,SHP00631,2025-02-10 09:00:00,16.724177,79.565121,56.0
GPS00342,SHP00258,2025-01-14 04:00:00,14.373357,77.864663,23.0
GPS00343,SHP00295,2025-01-11 02:00:00,20.589463,74.570513,74.0
GPS00344,SHP02119,2025-01-04 22:00:00,24.238919,79.647173,30.0
GPS00345,SHP00397,2025-01-25 01:00:00,27.688462,75.634216,33.0
GPS00346,SHP00396,2025-01-16 06:00:00,14.382724,79.596762,56.0
GPS00347,SHP02607,2025-01-23 11:00:00,12.640555,74.271186,48.0
GPS00348,SHP01051,2025-01-07 23:00:00,18.005858,70.57311,54.0
GPS00349,SHP02545,2025-01-15 22:00:00,13.435169,75.742327,67.0
GPS00350,SHP00146,2025-02-08 14:00:00,25.685145,79.60093,32.0
GPS00351,SHP00897,2025-02-06 18:00:00,21.343858,71.536319,32.0
GPS00352,SHP00436,2025-02-02 08:00:00,18.775967,70.84038,54.0
GPS00353,SHP02159,2025-01-05 04:00:00,18.282139,75.574207,66.0
,,,,,
GPS00355,SHP01389,2025-02-05 16:00:00,16.473618,77.698065,51.0
GPS00356,SHP02775,2025-01-05 11:00:00,21.685302,72.316031,32.0
GPS00357,SHP02358,2025-01-14 09:00:00,23.519391,76.622027,39.0
GPS00358,SHP01503,2025-01-29 09:00:00,12.991951,73.169545,45.0
GPS00359,SHP02534,2025-01-23 18:00:00,15.072996,71.647023,79.0
GPS00360,SHP00088,2025-01-27 23:00:00,21.030249,79.354089,22.0
GPS00361,SHP01313,2025-01-10 11:00:00,20.484374,79.388804,20.0
GPS00362,SHP00629,2025-01-03 08:00:00,26.773036,78.584771,29.0
GPS00363,SHP00213,2025-01-07 22:00:00,29.568648,70.130052,56.0
GPS00364,SHP02247,2025-02-04 11:00:00,25.372385,79.264399,32.0
GPS00365,SHP00832,2025-01-16 18:00:00,15.961784,74.326371,75.0
GPS00366,SHP02488,2025-01-27 02:00:00,12.979713,73.126943,23.0
GPS00367,SHP02362,2025-01-10 22:00:00,13.699571,72.136655,53.0
,,,,,
GPS00369,SHP01714,2025-01-12 07:00:00,14.691282,75.088137,77.0
GPS00370,SHP00133,2025-01-29 19:00:00,13.269068,76.929187,59.0
GPS00371,SHP02395,2025-01-23 01:00:00,12.296203,77.221065,77.0
GPS00372,SHP02065,2025-01-10 00:00:00,23.758223,71.147599,71.0
GPS00373,SHP02142,2025-02-01 03:00:00,13.924458,76.254885,61.0
GPS00374,SHP01173,2025-01-13 10:00:00,29.235329,71.610709,75.0
GPS00375,SHP00259,2025-02-08 18:00:00,25.374448,71.090983,40.0
GPS00376,SHP00557,2025-02-09 01:00:00,15.085486,70.878609,56.0
GPS00377,SHP00881,2025-02-08 18:00:00,21.133061,71.770405,73.0
GPS00378,SHP00526,2025-01-04 08:00:00,24.086901,72.286856,35.0
GPS00379,SHP01815,2025-01-31 15:00:00,24.149043,78.220712,26.0
GPS00380,SHP00808,2025-01-11 10:00:00,27.347979,78.180702,70.0
GPS00381,SHP02319,2025-02-03 07:00:00,29.262953,72.639769,67.0
GPS00382,SHP02236,2025-02-10 14:00:00,22.213968,72.054241,71.0
GPS00383,SHP00399,2025-01-01 21:00:00,18.679621,77.577793,52.0
GPS00384,SHP00348,2025-01-16 21:00:00,27.918434,77.11248,22.0
GPS00385,SHP00960,2025-01-23 05:00:00,28.988264,71.820586,26.0
GPS00386,SHP00606,2025-01-10 12:00:00,14.234165,71.039846,39.0
GPS00387,SHP00156,2025-02-03 12:00:00,15.193295,70.691486,34.0
GPS00388,SHP02897,2025-01-02 00:00:00,25.073213,70.172994,21.0
GPS00389,SHP00889,2025-01-12 07:00:00,21.029553,76.908125,46.0
GPS00390,SHP00386,2025-01-21 22:00:00,23.745371,79.017374,63.0
GPS00391,SHP00104,2025-01-31 16:00:00,12.489708,76.662132,54.0
GPS00392,SHP01311,2025-01-14 22:00:00,21.562672,74.706161,36.0
,,,,,
GPS00394,SHP00598,2025-01-21 12:00:00,19.940706,73.160245,68.0
GPS00395,SHP02499,2025-01-26 11:00:00,24.034484,74.276147,56.0
GPS00396,SHP00629,2025-01-15 20:00:00,15.366823,72.695366,74.0
