gps_id,shipment_id,timestamp,latitude,longitude,speed_kmph
GPS00055,SHP02521,2025-02-08T11:00:00.000Z,20.248695,79.977193,62
GPS00056,SHP00440,2025-01-08T23:00:00.000Z,17.053197,72.160751,62
GPS00057,SHP00502,2025-01-05T05:00:00.000Z,28.778901,73.359946,32
GPS00058,SHP02386,2025-01-11T19:00:00.000Z,29.349913,79.875662,66
GPS00059,SHP00693,2025-01-02T23:00:00.000Z,16.706355,76.113445,62
GPS00060,SHP00983,2025-01-25T20:00:00.000Z,22.492976,77.820027,73
GPS00061,SHP00725,2025-02-05T03:00:00.000Z,18.452552,70.245265,77
GPS00062,SHP01371,2025-01-11T15:00:00.000Z,23.171101,71.245873,32
GPS00064,SHP01087,2025-01-31T06:00:00.000Z,14.964994,71.909603,52
GPS00065,SHP01257,2025-02-05T02:00:00.000Z,23.025423,70.950362,26
GPS00066,SHP02007,2025-02-09T15:00:00.000Z,19.3219,71.9738,22
GPS00068,SHP00099,2025-01-31T18:00:00.000Z,12.655968,71.633217,31
GPS00069,SHP02911,2025-01-10T03:00:00.000Z,12.135237,71.238908,58
GPS00070,SHP01532,2025-01-31T00:00:00.000Z,28.661544,72.650894,26
GPS00071,SHP00099,2025-02-04T14:00:00.000Z,21.415724,74.601235,58
GPS00072,SHP02170,2025-01-09T20:00:00.000Z,13.823231,75.541377,35
GPS00073,SHP02971,2025-01-09T06:00:00.000Z,27.269228,77.78798,71
GPS00074,SHP02348,2025-02-10T17:00:00.000Z,20.42247,78.418747,47
GPS00075,SHP02689,2025-01-16T16:00:00.000Z,13.645979,73.379481,76
GPS00076,SHP01648,2025-02-05T07:00:00.000Z,22.306857,74.242988,41
GPS00077,SHP02224,2025-01-20T02:00:00.000Z,25.229784,71.582129,35
GPS00078,SHP01412,2025-01-28T13:00:00.000Z,20.137129,73.029421,64
GPS00079,SHP02836,2025-02-08T16:00:00.000Z,26.517133,78.312002,78
GPS00081,SHP01381,2025-01-07T09:00:00.000Z,29.219747,75.049015,23
GPS00082,SHP01389,2025-01-08T04:00:00.000Z,20.364714,73.961899,29
GPS00083,SHP02461,2025-01-23T03:00:00.000Z,24.001498,77.578405,78
GPS00084,SHP01169,2025-02-10T18:00:00.000Z,27.995313,70.900077,57
GPS00085,SHP00674,2025-01-22T18:00:00.000Z,24.962368,70.792358,64
GPS00086,SHP00582,2025-01-07T20:00:00.000Z,17.42246,79.374617,71
GPS00087,SHP00274,2025-01-28T07:00:00.000Z,17.913155,71.362857,54
GPS00089,SHP00762,2025-01-28T20:00:00.000Z,20.132358,73.100654,33
GPS00090,SHP01099,2025-01-13T11:00:00.000Z,15.521603,70.07109,70
GPS00091,SHP00033,2025-01-28T03:00:00.000Z,20.384253,71.950692,64
GPS00092,SHP01084,2025-01-13T06:00:00.000Z,12.451155,70.208423,37
GPS00094,SHP02849,2025-01-08T22:00:00.000Z,29.413181,74.054861,58
GPS00095,SHP01187,2025-01-19T23:00:00.000Z,16.919915,79.61829,25
GPS00096,SHP02648,2025-01-04T02:00:00.000Z,25.096584,77.167586,71
GPS00097,SHP00754,2025-01-09T03:00:00.000Z,24.65418,78.182065,34
GPS00098,SHP01348,2025-02-01T02:00:00.000Z,29.095535,79.376245,47
GPS00099,SHP02683,2025-01-16T15:00:00.000Z,28.317927,74.056436,29
GPS00100,SHP02199,2025-02-07T04:00:00.000Z,14.606178,73.906903,44
GPS00101,SHP01805,2025-01-30T08:00:00.000Z,29.078113,75.373577,21
GPS00103,SHP01138,2025-01-09T01:00:00.000Z,19.904771,75.791673,56
GPS00104,SHP00101,2025-02-07T02:00:00.000Z,21.96425,70.898031,62
GPS00105,SHP00588,2025-01-10T05:00:00.000Z,23.111752,74.952202,40
GPS00106,SHP02496,2025-01-21T23:00:00.000Z,22.099528,70.441938,40
GPS00107,SHP02051,2025-01-21T23:00:00.000Z,12.157653,74.038134,40
GPS00108,SHP02342,2025-02-10T09:00:00.000Z,19.465953,72.843663,59
GPS00109,SHP00500,2025-02-07T14:00:00.000Z,17.166843,78.192305,73
GPS00110,SHP00472,2025-02-01T06:00:00.000Z,20.596177,70.360398,23
GPS00111,SHP00112,2025-01-23T12:00:00.000Z,17.395814,75.429551,22
GPS00112,SHP00800,2025-02-03T05:00:00.000Z,23.953853,71.04283,21
GPS00113,SHP00897,2025-01-11T22:00:00.000Z,29.536345,78.509907,60
GPS00114,SHP01985,2025-01-10T14:00:00.000Z,17.634733,71.74488,60
GPS00115,SHP02397,2025-01-18T23:00:00.000Z,21.737584,76.817317,79
GPS00116,SHP01685,2025-01-25T03:00:00.000Z,19.119302,75.651178,23
GPS00117,SHP00912,2025-01-25T15:00:00.000Z,12.01403,76.843473,56
GPS00118,SHP00644,2025-01-09T13:00:00.000Z,24.526127,71.433521,38
GPS00119,SHP00823,2025-01-30T08:00:00.000Z,23.845464,71.446003,30
GPS00120,SHP02352,2025-02-09T09:00:00.000Z,25.545282,76.94867,67
GPS00121,SHP02494,2025-01-05T03:00:00.000Z,13.443912,75.392983,58
GPS00122,SHP02074,2025-02-05T12:00:00.000Z,12.131395,76.995917,79
GPS00123,SHP00150,2025-02-10T11:00:00.000Z,21.081435,76.813375,67
GPS00125,SHP00069,2025-01-08T01:00:00.000Z,26.510158,70.487536,29
GPS00126,SHP02548,2025-02-07T01:00:00.000Z,26.679685,72.205325,21
GPS00127,SHP02321,2025-01-01T13:00:00.000Z,13.907141,78.59924,21
GPS00128,SHP01069,2025-01-27T09:00:00.000Z,29.841693,79.678958,24
GPS00129,SHP01982,2025-01-30T14:00:00.000Z,12.104586,75.683009,30
GPS00130,SHP00950,2025-01-07T22:00:00.000Z,14.920472,73.923066,35
GPS00131,SHP02309,2025-01-19T09:00:00.000Z,19.182326,70.73366,47
GPS00132,SHP00923,2025-01-11T03:00:00.000Z,23.225093,71.688089,29
GPS00133,SHP01986,2025-01-18T09:00:00.000Z,20.887479,76.975704,74
GPS00134,SHP01776,2025-01-01T08:00:00.000Z,19.438179,77.206395,26
GPS00135,SHP01699,2025-01-11T09:00:00.000Z,18.364346,74.79315,57
GPS00136,SHP01210,2025-01-30T23:00:00.000Z,20.63059,74.705946,20
GPS00137,SHP00541,2025-02-11T15:00:00.000Z,21.133154,76.668815,63
GPS00138,SHP01357,2025-01-06T01:00:00.000Z,25.430441,71.089041,55
GPS00140,SHP01465,2025-01-25T00:00:00.000Z,16.931204,78.930946,60
GPS00142,SHP01937,2025-01-20T17:00:00.000Z,14.864491,72.909824,64
GPS00143,SHP01695,2025-01-20T09:00:00.000Z,25.22874,78.035144,60
GPS00145,SHP01661,2025-01-16T09:00:00.000Z,20.680995,78.594063,25
GPS00146,SHP00768,2025-01-09T08:00:00.000Z,18.293605,79.610321,68
GPS00147,SHP00915,2025-01-03T11:00:00.000Z,27.952428,74.483695,64
GPS00148,SHP00421,2025-02-07T13:00:00.000Z,25.290473,79.165814,73
GPS00149,SHP00654,2025-01-27T23:00:00.000Z,18.027625,76.197441,72
GPS00150,SHP00038,2025-02-01T22:00:00.000Z,22.838746,78.008279,62
GPS00151,SHP00119,2025-01-30T06:00:00.000Z,20.279204,78.635244,77
GPS00153,SHP00567,2025-01-03T08:00:00.000Z,24.834922,70.725555,52
GPS00154,SHP01883,2025-01-07T18:00:00.000Z,18.88017,79.157862,53
GPS00155,SHP02239,2025-02-09T23:00:00.000Z,14.512921,74.69098,51
GPS00156,SHP02644,2025-01-30T13:00:00.000Z,18.616269,74.880078,60
GPS00157,SHP02461,2025-01-25T02:00:00.000Z,27.408125,78.529796,48
GPS00158,SHP00640,2025-01-13T07:00:00.000Z,13.943596,77.108714,53
GPS00159,SHP02081,2025-01-24T14:00:00.000Z,20.377892,78.607391,20
GPS00160,SHP00882,2025-01-22T13:00:00.000Z,28.097417,74.440337,70
GPS00161,SHP01537,2025-01-29T08:00:00.000Z,29.336273,75.448245,39
GPS00163,SHP00652,2025-01-21T05:00:00.000Z,15.764833,70.805178,59
GPS00164,SHP02436,2025-01-04T19:00:00.000Z,29.138295,76.17087,37
GPS00165,SHP01960,2025-01-04T07:00:00.000Z,14.731998,70.367164,66
GPS00166,SHP00709,2025-01-11T11:00:00.000Z,16.637527,72.746747,75
GPS00167,SHP02887,2025-01-07T09:00:00.000Z,23.218604,77.48514,39
GPS00168,SHP02509,2025-02-07T06:00:00.000Z,15.665938,70.918312,25
GPS00169,SHP01648,2025-01-11T23:00:00.000Z,21.901184,79.184461,60
GPS00170,SHP01738,2025-02-07T10:00:00.000Z,15.580801,71.902304,30
GPS00171,SHP01856,2025-01-29T13:00:00.000Z,14.717929,71.017059,37
GPS00172,SHP02081,2025-01-01T05:00:00.000Z,27.629754,72.829713,52
GPS00173,SHP01869,2025-01-30T03:00:00.000Z,20.058233,70.877097,61
GPS00176,SHP02044,2025-01-17T09:00:00.000Z,20.023218,79.085839,47
GPS00179,SHP00503,2025-01-02T01:00:00.000Z,15.914028,70.357306,56
GPS00180,SHP02358,2025-02-04T12:00:00.000Z,28.335372,71.677497,20
GPS00181,SHP00488,2025-02-10T21:00:00.000Z,14.582166,71.364661,25
GPS00182,SHP01826,2025-01-11T16:00:00.000Z,21.919175,78.530705,71
GPS00183,SHP02026,2025-01-12T23:00:00.000Z,17.475597,76.020562,32
GPS00185,SHP00204,2025-02-01T23:00:00.000Z,26.001,78.994813,75
GPS00186,SHP01589,2025-01-06T21:00:00.000Z,28.065169,73.770023,52
GPS00187,SHP02601,2025-01-12T06:00:00.000Z,21.02983,75.316115,51
GPS00188,SHP02339,2025-01-01T03:00:00.000Z,20.255318,72.774449,33
GPS00189,SHP00009,2025-01-08T03:00:00.000Z,14.047532,70.490195,24
GPS00190,SHP01385,2025-02-01T05:00:00.000Z,17.967992,78.565826,63
GPS00191,SHP02350,2025-01-14T04:00:00.000Z,19.790884,78.267891,37
GPS00193,SHP00472,2025-02-03T08:00:00.000Z,13.379919,70.524276,58
GPS00195,SHP01088,2025-02-11T04:00:00.000Z,29.209265,71.650319,62
GPS00197,SHP01791,2025-01-15T12:00:00.000Z,16.717345,76.662455,23
GPS00198,SHP02309,2025-01-18T23:00:00.000Z,15.639032,78.692037,25
GPS00199,SHP02433,2025-01-20T04:00:00.000Z,16.260903,74.883607,80
GPS00200,SHP02050,2025-01-23T21:00:00.000Z,24.173532,70.479474,60
GPS00201,SHP00332,2025-01-02T04:00:00.000Z,13.993212,74.933764,20
GPS00202,SHP00784,2025-01-08T12:00:00.000Z,14.430702,72.470425,68
GPS00204,SHP01332,2025-01-23T14:00:00.000Z,23.535274,78.969636,48
GPS00205,SHP01298,2025-01-03T19:00:00.000Z,24.6513,72.217522,62
GPS00206,SHP01667,2025-01-25T03:00:00.000Z,16.171531,72.805908,33
GPS00207,SHP01257,2025-01-08T12:00:00.000Z,27.569719,72.306083,29
GPS00208,SHP02529,2025-01-13T13:00:00.000Z,22.961999,72.115918,55
GPS00209,SHP02323,2025-01-05T13:00:00.000Z,26.077662,73.128038,41
GPS00210,SHP01339,2025-01-19T12:00:00.000Z,26.361392,75.766062,31
GPS00212,SHP01005,2025-01-24T02:00:00.000Z,26.764425,72.902826,76
GPS00213,SHP01941,2025-01-28T15:00:00.000Z,29.089586,74.96596,59
GPS00214,SHP00880,2025-01-01T15:00:00.000Z,13.48708,72.425512,47
GPS00215,SHP00022,2025-01-18T09:00:00.000Z,16.776203,79.632123,30
GPS00216,SHP01078,2025-01-27T05:00:00.000Z,23.973024,79.269734,34
GPS00217,SHP02361,2025-01-08T11:00:00.000Z,26.522627,76.987801,52
GPS00218,SHP02493,2025-02-01T00:00:00.000Z,23.274507,77.712408,71
GPS00219,SHP02291,2025-02-09T22:00:00.000Z,13.646751,71.151415,40
GPS00220,SHP02013,2025-01-18T12:00:00.000Z,26.689472,75.324584,37
GPS00221,SHP01238,2025-01-29T07:00:00.000Z,19.048519,70.254357,44
GPS00222,SHP01834,2025-01-23T09:00:00.000Z,21.843637,75.328892,40
GPS00223,SHP01737,2025-01-25T23:00:00.000Z,24.411396,72.536573,78
GPS00224,SHP00266,2025-01-11T18:00:00.000Z,29.355328,79.51986,29
GPS00225,SHP00051,2025-02-07T20:00:00.000Z,16.866077,71.283848,79
GPS00226,SHP02352,2025-02-06T08:00:00.000Z,23.990113,71.010458,42
GPS00227,SHP01968,2025-01-06T04:00:00.000Z,28.375243,74.400069,58
GPS00228,SHP00075,2025-01-03T05:00:00.000Z,12.344753,72.952553,41
GPS00229,SHP02688,2025-01-07T12:00:00.000Z,17.031363,71.536469,68
GPS00230,SHP00099,2025-01-12T13:00:00.000Z,20.63804,75.480988,57
GPS00231,SHP00629,2025-01-12T00:00:00.000Z,27.058658,77.195123,40
GPS00232,SHP01320,2025-02-11T08:00:00.000Z,25.154697,77.841814,52
GPS00233,SHP00440,2025-01-08T14:00:00.000Z,26.353486,75.923217,67
GPS00234,SHP02069,2025-01-28T11:00:00.000Z,15.469592,73.284738,65
GPS00235,SHP02925,2025-01-06T00:00:00.000Z,15.376675,75.086944,66
GPS00236,SHP00736,2025-01-19T10:00:00.000Z,18.621373,73.264001,74
GPS00237,SHP02110,2025-01-23T17:00:00.000Z,23.04219,74.069595,75
GPS00238,SHP01953,2025-01-21T12:00:00.000Z,17.903834,71.513611,63
GPS00239,SHP01999,2025-01-07T02:00:00.000Z,16.715987,71.488088,60
GPS00240,SHP02428,2025-01-03T16:00:00.000Z,22.919434,71.836152,23
GPS00241,SHP01233,2025-01-31T01:00:00.000Z,22.912136,72.272464,77
GPS00242,SHP01541,2025-01-31T01:00:00.000Z,17.850803,76.812489,74
GPS00243,SHP01342,2025-01-15T17:00:00.000Z,22.267159,75.431045,39
GPS00244,SHP02487,2025-01-17T21:00:00.000Z,24.169958,72.798244,35
GPS00245,SHP02770,2025-01-24T15:00:00.000Z,28.787577,73.482533,66
GPS00247,SHP01275,2025-01-08T15:00:00.000Z,24.551999,73.431185,76
GPS00248,SHP02639,2025-02-02T14:00:00.000Z,24.829839,70.890616,36
GPS00249,SHP01418,2025-01-13T13:00:00.000Z,19.844599,75.138512,79
GPS00250,SHP01045,2025-01-08T22:00:00.000Z,20.007123,72.261743,39
GPS00252,SHP02715,2025-01-10T16:00:00.000Z,28.138799,73.203696,65
GPS00253,SHP02841,2025-01-07T01:00:00.000Z,17.683433,73.917679,62
GPS00255,SHP02008,2025-02-08T01:00:00.000Z,26.543464,75.182444,44
GPS00257,SHP01777,2025-01-08T15:00:00.000Z,21.27287,79.847699,64
GPS00258,SHP01617,2025-01-07T19:00:00.000Z,23.841019,71.750304,80
GPS00259,SHP00780,2025-01-17T10:00:00.000Z,20.568235,75.868389,54
GPS00260,SHP00847,2025-01-13T14:00:00.000Z,14.284216,73.107089,49
GPS00261,SHP02315,2025-01-23T03:00:00.000Z,21.428746,79.708262,80
GPS00262,SHP01168,2025-02-01T02:00:00.000Z,15.885547,73.731415,57
GPS00263,SHP00317,2025-01-01T23:00:00.000Z,29.125561,70.251186,75
GPS00264,SHP02896,2025-02-04T21:00:00.000Z,20.827574,71.40591,26
GPS00265,SHP01778,2025-01-27T05:00:00.000Z,27.607331,76.759072,22
GPS00267,SHP02019,2025-01-19T18:00:00.000Z,18.156868,79.76416,35
GPS00268,SHP01871,2025-01-09T15:00:00.000Z,27.225671,71.364256,25
GPS00269,SHP01583,2025-02-05T00:00:00.000Z,21.139186,74.496632,61
GPS00271,SHP01663,2025-01-20T15:00:00.000Z,24.909476,76.496591,77
GPS00272,SHP02814,2025-02-10T17:00:00.000Z,12.741802,78.810333,26
GPS00273,SHP02792,2025-01-15T06:00:00.000Z,12.30464,74.010761,51
GPS00274,SHP01755,2025-02-06T18:00:00.000Z,19.323014,78.52511,61
GPS00275,SHP00598,2025-01-12T00:00:00.000Z,19.228713,70.926764,50
GPS00276,SHP02798,2025-02-01T13:00:00.000Z,12.9812,74.359016,65
GPS00277,SHP00958,2025-01-03T17:00:00.000Z,26.663035,74.333365,64
GPS00278,SHP02030,2025-01-15T07:00:00.000Z,28.947179,70.084733,30
GPS00279,SHP01958,2025-01-03T09:00:00.000Z,25.563827,73.584899,66
GPS00280,SHP01635,2025-02-11T16:00:00.000Z,21.583337,71.1867,70
GPS00281,SHP00263,2025-01-26T11:00:00.000Z,26.04737,71.84578,33
GPS00282,SHP01539,2025-02-08T04:00:00.000Z,23.353433,72.571977,47
GPS00283,SHP01560,2025-01-29T06:00:00.000Z,15.263864,75.11962,27
GPS00284,SHP02397,2025-01-14T13:00:00.000Z,29.16606,74.201805,37
GPS00285,SHP00981,2025-01-29T02:00:00.000Z,15.565229,71.448926,38
GPS00286,SHP02581,2025-01-26T09:00:00.000Z,24.193771,79.649398,24
GPS00287,SHP02270,2025-01-08T09:00:00.000Z,24.214746,77.836388,24
GPS00288,SHP01766,2025-01-09T00:00:00.000Z,18.02132,77.658797,66
GPS00290,SHP02237,2025-01-28T14:00:00.000Z,22.171176,77.524062,80
GPS00292,SHP01376,2025-02-02T17:00:00.000Z,25.336643,72.09104,60
GPS00293,SHP00320,2025-01-05T10:00:00.000Z,19.355045,73.97551,60
GPS00294,SHP00818,2025-01-10T11:00:00.000Z,14.554274,74.622416,55
GPS00295,SHP02490,2025-02-01T18:00:00.000Z,22.289724,70.630772,31
GPS00297,SHP02822,2025-01-18T06:00:00.000Z,19.339869,78.22837,32
GPS00299,SHP01481,2025-01-17T16:00:00.000Z,18.566254,78.515128,79
GPS00300,SHP00124,2025-01-16T01:00:00.000Z,14.755229,79.930445,80
GPS00301,SHP02012,2025-01-09T18:00:00.000Z,16.995457,76.058746,37
GPS00302,SHP01175,2025-02-08T05:00:00.000Z,18.283522,71.162461,28
GPS00303,SHP02902,2025-01-31T13:00:00.000Z,22.00009,76.722269,45
GPS00304,SHP02642,2025-01-23T20:00:00.000Z,29.310979,72.320074,68
GPS00305,SHP01831,2025-01-12T22:00:00.000Z,16.071428,73.465756,46
GPS00306,SHP01202,2025-02-03T10:00:00.000Z,25.403076,77.038652,64
GPS00307,SHP02033,2025-01-02T19:00:00.000Z,22.393249,78.586679,43
GPS00308,SHP00682,2025-01-08T21:00:00.000Z,16.007951,71.558071,28
GPS00309,SHP01457,2025-01-11T05:00:00.000Z,14.760641,77.124669,71
GPS00310,SHP02414,2025-01-21T07:00:00.000Z,23.429262,77.352474,47
GPS00311,SHP02388,2025-02-10T04:00:00.000Z,26.02889,73.701225,41
GPS00312,SHP01866,2025-02-10T22:00:00.000Z,25.996059,78.419109,64
GPS00313,SHP00482,2025-01-20T11:00:00.000Z,20.351695,74.013548,47
GPS00315,SHP01154,2025-01-21T08:00:00.000Z,12.959788,73.337156,20
GPS00316,SHP02255,2025-02-08T16:00:00.000Z,16.649575,79.66123,40
GPS00317,SHP02414,2025-01-25T20:00:00.000Z,22.827616,72.601672,62
GPS00318,SHP00111,2025-02-08T08:00:00.000Z,19.185972,73.533526,69
GPS00319,SHP02327,2025-02-05T22:00:00.000Z,16.283812,77.902886,41
GPS00320,SHP01049,2025-01-29T12:00:00.000Z,14.531349,71.351359,27
GPS00323,SHP00183,2025-02-06T03:00:00.000Z,12.780278,70.880473,33
GPS00324,SHP02577,2025-01-08T21:00:00.000Z,25.207413,71.858614,33
GPS00325,SHP02112,2025-02-05T04:00:00.000Z,14.826181,77.049149,74
GPS00326,SHP02245,2025-02-11T16:00:00.000Z,15.81681,70.274105,68
GPS00327,SHP02667,2025-01-26T22:00:00.000Z,19.440211,79.942889,66
GPS00328,SHP00777,2025-01-07T18:00:00.000Z,22.569652,70.339062,28
GPS00329,SHP02139,2025-02-06T08:00:00.000Z,28.700277,76.623987,25
GPS00330,SHP02502,2025-01-18T07:00:00.000Z,19.234325,71.158661,37
GPS00332,SHP02538,2025-02-02T16:00:00.000Z,13.509354,75.801614,58
GPS00333,SHP01424,2025-01-04T04:00:00.000Z,29.596378,78.875153,33
GPS00334,SHP01929,2025-02-11T14:00:00.000Z,23.13325,75.435244,80
GPS00335,SHP00186,2025-01-16T05:00:00.000Z,25.817266,70.331753,57
GPS00336,SHP00161,2025-01-15T12:00:00.000Z,17.48659,76.659266,25
GPS00337,SHP02230,2025-01-04T17:00:00.000Z,27.678248,79.393946,39
GPS00338,SHP01033,2025-02-06T12:00:00.000Z,12.577831,75.657869,36
GPS00339,SHP02273,2025-02-02T12:00:00.000Z,28.640155,73.843868,71
GPS00340,SHP02294,2025-01-26T06:00:00.000Z,29.963611,73.147698,33
GPS00341,SHP00631,2025-02-10T09:00:00.000Z,16.724177,79.565121,56
GPS00342,SHP00258,2025-01-14T04:00:00.000Z,14.373357,77.864663,23
GPS00343,SHP00295,2025-01-11T02:00:00.000Z,20.589463,74.570513,74
GPS00344,SHP02119,2025-01-04T22:00:00.000Z,24.238919,79.647173,30
GPS00345,SHP00397,2025-01-25T01:00:00.000Z,27.688462,75.634216,33
GPS00346,SHP00396,2025-01-16T06:00:00.000Z,14.382724,79.596762,56
GPS00347,SHP02607,2025-01-23T11:00:00.000Z,12.640555,74.271186,48
GPS00348,SHP01051,2025-01-07T23:00:00.000Z,18.005858,70.57311,54
GPS00349,SHP02545,2025-01-15T22:00:00.000Z,13.435169,75.742327,67
GPS00350,SHP00146,2025-02-08T14:00:00.000Z,25.685145,79.60093,32
GPS00351,SHP00897,2025-02-06T18:00:00.000Z,21.343858,71.536319,32
GPS00352,SHP00436,2025-02-02T08:00:00.000Z,18.775967,70.84038,54
GPS00353,SHP02159,2025-01-05T04:00:00.000Z,18.282139,75.574207,66
GPS00355,SHP01389,2025-02-05T16:00:00.000Z,16.473618,77.698065,51
GPS00356,SHP02775,2025-01-05T11:00:00.000Z,21.685302,72.316031,32
GPS00357,SHP02358,2025-01-14T09:00:00.000Z,23.519391,76.622027,39
GPS00358,SHP01503,2025-01-29T09:00:00.000Z,12.991951,73.169545,45
GPS00359,SHP02534,2025-01-23T18:00:00.000Z,15.072996,71.647023,79
GPS00360,SHP00088,2025-01-27T23:00:00.000Z,21.030249,79.354089,22
GPS00361,SHP01313,2025-01-10T11:00:00.000Z,20.484374,79.388804,20
GPS00362,SHP00629,2025-01-03T08:00:00.000Z,26.773036,78.584771,29
GPS00363,SHP00213,2025-01-07T22:00:00.000Z,29.568648,70.130052,56
GPS00364,SHP02247,2025-02-04T11:00:00.000Z,25.372385,79.264399,32
GPS00365,SHP00832,2025-01-16T18:00:00.000Z,15.961784,74.326371,75
GPS00366,SHP02488,2025-01-27T02:00:00.000Z,12.979713,73.126943,23
GPS00367,SHP02362,2025-01-10T22:00:00.000Z,13.699571,72.136655,53
GPS00369,SHP01714,2025-01-12T07:00:00.000Z,14.691282,75.088137,77
GPS00370,SHP00133,2025-01-29T19:00:00.000Z,13.269068,76.929187,59
GPS00371,SHP02395,2025-01-23T01:00:00.000Z,12.296203,77.221065,77
GPS00372,SHP02065,2025-01-10T00:00:00.000Z,23.758223,71.147599,71
GPS00373,SHP02142,2025-02-01T03:00:00.000Z,13.924458,76.254885,61
GPS00374,SHP01173,2025-01-13T10:00:00.000Z,29.235329,71.610709,75
GPS00375,SHP00259,2025-02-08T18:00:00.000Z,25.374448,71.090983,40
GPS00376,SHP00557,2025-02-09T01:00:00.000Z,15.085486,70.878609,56
GPS00377,SHP00881,2025-02-08T18:00:00.000Z,21.133061,71.770405,73
GPS00378,SHP00526,2025-01-04T08:00:00.000Z,24.086901,72.286856,35
GPS00379,SHP01815,2025-01-31T15:00:00.000Z,24.149043,78.220712,26
GPS00380,SHP00808,2025-01-11T10:00:00.000Z,27.347979,78.180702,70
GPS00381,SHP02319,2025-02-03T07:00:00.000Z,29.262953,72.639769,67
GPS00382,SHP02236,2025-02-10T14:00:00.000Z,22.213968,72.054241,71
GPS00383,SHP00399,2025-01-01T21:00:00.000Z,18.679621,77.577793,52
GPS00384,SHP00348,2025-01-16T21:00:00.000Z,27.918434,77.11248,22
